index,is_even
50000,1
50001,0
50002,1
50003,0
50004,1
50005,0
50006,1
50007,0
50008,1
50009,0
50010,1
50011,0
50012,1
50013,0
50014,1
50015,0
50016,1
50017,0
50018,1
50019,0
50020,1
50021,0
50022,1
50023,0
50024,1
50025,0
50026,1
50027,0
50028,1
50029,0
50030,1
50031,0
50032,1
50033,0
50034,1
50035,0
50036,1
50037,0
50038,1
50039,0
50040,1
50041,0
50042,1
50043,0
50044,1
50045,0
50046,1
50047,0
50048,1
50049,0
50050,1
50051,0
50052,1
50053,0
50054,1
50055,0
50056,1
50057,0
50058,1
50059,0
50060,1
50061,0
50062,1
50063,0
50064,1
50065,0
50066,1
50067,0
50068,1
50069,0
50070,1
50071,0
50072,1
50073,0
50074,1
50075,0
50076,1
50077,0
50078,1
50079,0
50080,1
50081,0
50082,1
50083,0
50084,1
50085,0
50086,1
50087,0
50088,1
50089,0
50090,1
50091,0
50092,1
50093,0
50094,1
50095,0
50096,1
50097,0
50098,1
50099,0
50100,1
50101,0
50102,1
50103,0
50104,1
50105,0
50106,1
50107,0
50108,1
50109,0
50110,1
50111,0
50112,1
50113,0
50114,1
50115,0
50116,1
50117,0
50118,1
50119,0
50120,1
50121,0
50122,1
50123,0
50124,1
50125,0
50126,1
50127,0
50128,1
50129,0
50130,1
50131,0
50132,1
50133,0
50134,1
50135,0
50136,1
50137,0
50138,1
50139,0
50140,1
50141,0
50142,1
50143,0
50144,1
50145,0
50146,1
50147,0
50148,1
50149,0
50150,1
50151,0
50152,1
50153,0
50154,1
50155,0
50156,1
50157,0
50158,1
50159,0
50160,1
50161,0
50162,1
50163,0
50164,1
50165,0
50166,1
50167,0
50168,1
50169,0
50170,1
50171,0
50172,1
50173,0
50174,1
50175,0
50176,1
50177,0
50178,1
50179,0
50180,1
50181,0
50182,1
50183,0
50184,1
50185,0
50186,1
50187,0
50188,1
50189,0
50190,1
50191,0
50192,1
50193,0
50194,1
50195,0
50196,1
50197,0
50198,1
50199,0
50200,1
50201,0
50202,1
50203,0
50204,1
50205,0
50206,1
50207,0
50208,1
50209,0
50210,1
50211,0
50212,1
50213,0
50214,1
50215,0
50216,1
50217,0
50218,1
50219,0
50220,1
50221,0
50222,1
50223,0
50224,1
50225,0
50226,1
50227,0
50228,1
50229,0
50230,1
50231,0
50232,1
50233,0
50234,1
50235,0
50236,1
50237,0
50238,1
50239,0
50240,1
50241,0
50242,1
50243,0
50244,1
50245,0
50246,1
50247,0
50248,1
50249,0
50250,1
50251,0
50252,1
50253,0
50254,1
50255,0
50256,1
50257,0
50258,1
50259,0
50260,1
50261,0
50262,1
50263,0
50264,1
50265,0
50266,1
50267,0
50268,1
50269,0
50270,1
50271,0
50272,1
50273,0
50274,1
50275,0
50276,1
50277,0
50278,1
50279,0
50280,1
50281,0
50282,1
50283,0
50284,1
50285,0
50286,1
50287,0
50288,1
50289,0
50290,1
50291,0
50292,1
50293,0
50294,1
50295,0
50296,1
50297,0
50298,1
50299,0
50300,1
50301,0
50302,1
50303,0
50304,1
50305,0
50306,1
50307,0
50308,1
50309,0
50310,1
50311,0
50312,1
50313,0
50314,1
50315,0
50316,1
50317,0
50318,1
50319,0
50320,1
50321,0
50322,1
50323,0
50324,1
50325,0
50326,1
50327,0
50328,1
50329,0
50330,1
50331,0
50332,1
50333,0
50334,1
50335,0
50336,1
50337,0
50338,1
50339,0
50340,1
50341,0
50342,1
50343,0
50344,1
50345,0
50346,1
50347,0
50348,1
50349,0
50350,1
50351,0
50352,1
50353,0
50354,1
50355,0
50356,1
50357,0
50358,1
50359,0
50360,1
50361,0
50362,1
50363,0
50364,1
50365,0
50366,1
50367,0
50368,1
50369,0
50370,1
50371,0
50372,1
50373,0
50374,1
50375,0
50376,1
50377,0
50378,1
50379,0
50380,1
50381,0
50382,1
50383,0
50384,1
50385,0
50386,1
50387,0
50388,1
50389,0
50390,1
50391,0
50392,1
50393,0
50394,1
50395,0
50396,1
50397,0
50398,1
50399,0
50400,1
50401,0
50402,1
50403,0
50404,1
50405,0
50406,1
50407,0
50408,1
50409,0
50410,1
50411,0
50412,1
50413,0
50414,1
50415,0
50416,1
50417,0
50418,1
50419,0
50420,1
50421,0
50422,1
50423,0
50424,1
50425,0
50426,1
50427,0
50428,1
50429,0
50430,1
50431,0
50432,1
50433,0
50434,1
50435,0
50436,1
50437,0
50438,1
50439,0
50440,1
50441,0
50442,1
50443,0
50444,1
50445,0
50446,1
50447,0
50448,1
50449,0
50450,1
50451,0
50452,1
50453,0
50454,1
50455,0
50456,1
50457,0
50458,1
50459,0
50460,1
50461,0
50462,1
50463,0
50464,1
50465,0
50466,1
50467,0
50468,1
50469,0
50470,1
50471,0
50472,1
50473,0
50474,1
50475,0
50476,1
50477,0
50478,1
50479,0
50480,1
50481,0
50482,1
50483,0
50484,1
50485,0
50486,1
50487,0
50488,1
50489,0
50490,1
50491,0
50492,1
50493,0
50494,1
50495,0
50496,1
50497,0
50498,1
50499,0
50500,1
50501,0
50502,1
50503,0
50504,1
50505,0
50506,1
50507,0
50508,1
50509,0
50510,1
50511,0
50512,1
50513,0
50514,1
50515,0
50516,1
50517,0
50518,1
50519,0
50520,1
50521,0
50522,1
50523,0
50524,1
50525,0
50526,1
50527,0
50528,1
50529,0
50530,1
50531,0
50532,1
50533,0
50534,1
50535,0
50536,1
50537,0
50538,1
50539,0
50540,1
50541,0
50542,1
50543,0
50544,1
50545,0
50546,1
50547,0
50548,1
50549,0
50550,1
50551,0
50552,1
50553,0
50554,1
50555,0
50556,1
50557,0
50558,1
50559,0
50560,1
50561,0
50562,1
50563,0
50564,1
50565,0
50566,1
50567,0
50568,1
50569,0
50570,1
50571,0
50572,1
50573,0
50574,1
50575,0
50576,1
50577,0
50578,1
50579,0
50580,1
50581,0
50582,1
50583,0
50584,1
50585,0
50586,1
50587,0
50588,1
50589,0
50590,1
50591,0
50592,1
50593,0
50594,1
50595,0
50596,1
50597,0
50598,1
50599,0
50600,1
50601,0
50602,1
50603,0
50604,1
50605,0
50606,1
50607,0
50608,1
50609,0
50610,1
50611,0
50612,1
50613,0
50614,1
50615,0
50616,1
50617,0
50618,1
50619,0
50620,1
50621,0
50622,1
50623,0
50624,1
50625,0
50626,1
50627,0
50628,1
50629,0
50630,1
50631,0
50632,1
50633,0
50634,1
50635,0
50636,1
50637,0
50638,1
50639,0
50640,1
50641,0
50642,1
50643,0
50644,1
50645,0
50646,1
50647,0
50648,1
50649,0
50650,1
50651,0
50652,1
50653,0
50654,1
50655,0
50656,1
50657,0
50658,1
50659,0
50660,1
50661,0
50662,1
50663,0
50664,1
50665,0
50666,1
50667,0
50668,1
50669,0
50670,1
50671,0
50672,1
50673,0
50674,1
50675,0
50676,1
50677,0
50678,1
50679,0
50680,1
50681,0
50682,1
50683,0
50684,1
50685,0
50686,1
50687,0
50688,1
50689,0
50690,1
50691,0
50692,1
50693,0
50694,1
50695,0
50696,1
50697,0
50698,1
50699,0
50700,1
50701,0
50702,1
50703,0
50704,1
50705,0
50706,1
50707,0
50708,1
50709,0
50710,1
50711,0
50712,1
50713,0
50714,1
50715,0
50716,1
50717,0
50718,1
50719,0
50720,1
50721,0
50722,1
50723,0
50724,1
50725,0
50726,1
50727,0
50728,1
50729,0
50730,1
50731,0
50732,1
50733,0
50734,1
50735,0
50736,1
50737,0
50738,1
50739,0
50740,1
50741,0
50742,1
50743,0
50744,1
50745,0
50746,1
50747,0
50748,1
50749,0
50750,1
50751,0
50752,1
50753,0
50754,1
50755,0
50756,1
50757,0
50758,1
50759,0
50760,1
50761,0
50762,1
50763,0
50764,1
50765,0
50766,1
50767,0
50768,1
50769,0
50770,1
50771,0
50772,1
50773,0
50774,1
50775,0
50776,1
50777,0
50778,1
50779,0
50780,1
50781,0
50782,1
50783,0
