index,is_even
10000,1
10001,0
10002,1
10003,0
10004,1
10005,0
10006,1
10007,0
10008,1
10009,0
10010,1
10011,0
10012,1
10013,0
10014,1
10015,0
10016,1
10017,0
10018,1
10019,0
10020,1
10021,0
10022,1
10023,0
10024,1
10025,0
10026,1
10027,0
10028,1
10029,0
10030,1
10031,0
10032,1
10033,0
10034,1
10035,0
10036,1
10037,0
10038,1
10039,0
10040,1
10041,0
10042,1
10043,0
10044,1
10045,0
10046,1
10047,0
10048,1
10049,0
10050,1
10051,0
10052,1
10053,0
10054,1
10055,0
10056,1
10057,0
10058,1
10059,0
10060,1
10061,0
10062,1
10063,0
10064,1
10065,0
10066,1
10067,0
10068,1
10069,0
10070,1
10071,0
10072,1
10073,0
10074,1
10075,0
10076,1
10077,0
10078,1
10079,0
10080,1
10081,0
10082,1
10083,0
10084,1
10085,0
10086,1
10087,0
10088,1
10089,0
10090,1
10091,0
10092,1
10093,0
10094,1
10095,0
10096,1
10097,0
10098,1
10099,0
10100,1
10101,0
10102,1
10103,0
10104,1
10105,0
10106,1
10107,0
10108,1
10109,0
10110,1
10111,0
10112,1
10113,0
10114,1
10115,0
10116,1
10117,0
10118,1
10119,0
10120,1
10121,0
10122,1
10123,0
10124,1
10125,0
10126,1
10127,0
10128,1
10129,0
10130,1
10131,0
10132,1
10133,0
10134,1
10135,0
10136,1
10137,0
10138,1
10139,0
10140,1
10141,0
10142,1
10143,0
10144,1
10145,0
10146,1
10147,0
10148,1
10149,0
10150,1
10151,0
10152,1
10153,0
10154,1
10155,0
10156,1
10157,0
10158,1
10159,0
10160,1
10161,0
10162,1
10163,0
10164,1
10165,0
10166,1
10167,0
10168,1
10169,0
10170,1
10171,0
10172,1
10173,0
10174,1
10175,0
10176,1
10177,0
10178,1
10179,0
10180,1
10181,0
10182,1
10183,0
10184,1
10185,0
10186,1
10187,0
10188,1
10189,0
10190,1
10191,0
10192,1
10193,0
10194,1
10195,0
10196,1
10197,0
10198,1
10199,0
10200,1
10201,0
10202,1
10203,0
10204,1
10205,0
10206,1
10207,0
10208,1
10209,0
10210,1
10211,0
10212,1
10213,0
10214,1
10215,0
10216,1
10217,0
10218,1
10219,0
10220,1
10221,0
10222,1
10223,0
10224,1
10225,0
10226,1
10227,0
10228,1
10229,0
10230,1
10231,0
10232,1
10233,0
10234,1
10235,0
10236,1
10237,0
10238,1
10239,0
10240,1
10241,0
10242,1
10243,0
10244,1
10245,0
10246,1
10247,0
10248,1
10249,0
10250,1
10251,0
10252,1
10253,0
10254,1
10255,0
10256,1
10257,0
10258,1
10259,0
10260,1
10261,0
10262,1
10263,0
10264,1
10265,0
10266,1
10267,0
10268,1
10269,0
10270,1
10271,0
10272,1
10273,0
10274,1
10275,0
10276,1
10277,0
10278,1
10279,0
10280,1
10281,0
10282,1
10283,0
10284,1
10285,0
10286,1
10287,0
10288,1
10289,0
10290,1
10291,0
10292,1
10293,0
10294,1
10295,0
10296,1
10297,0
10298,1
10299,0
10300,1
10301,0
10302,1
10303,0
10304,1
10305,0
10306,1
10307,0
10308,1
10309,0
10310,1
10311,0
10312,1
10313,0
10314,1
10315,0
10316,1
10317,0
10318,1
10319,0
10320,1
10321,0
10322,1
10323,0
10324,1
10325,0
10326,1
10327,0
10328,1
10329,0
10330,1
10331,0
10332,1
10333,0
10334,1
10335,0
10336,1
10337,0
10338,1
10339,0
10340,1
10341,0
10342,1
10343,0
10344,1
10345,0
10346,1
10347,0
10348,1
10349,0
10350,1
10351,0
10352,1
10353,0
10354,1
10355,0
10356,1
10357,0
10358,1
10359,0
10360,1
10361,0
10362,1
10363,0
10364,1
10365,0
10366,1
10367,0
10368,1
10369,0
10370,1
10371,0
10372,1
10373,0
10374,1
10375,0
10376,1
10377,0
10378,1
10379,0
10380,1
10381,0
10382,1
10383,0
10384,1
10385,0
10386,1
10387,0
10388,1
10389,0
10390,1
10391,0
10392,1
10393,0
10394,1
10395,0
10396,1
10397,0
10398,1
10399,0
10400,1
10401,0
10402,1
10403,0
10404,1
10405,0
10406,1
10407,0
10408,1
10409,0
10410,1
10411,0
10412,1
10413,0
10414,1
10415,0
10416,1
10417,0
10418,1
10419,0
10420,1
10421,0
10422,1
10423,0
10424,1
10425,0
10426,1
10427,0
10428,1
10429,0
10430,1
10431,0
10432,1
10433,0
10434,1
10435,0
10436,1
10437,0
10438,1
10439,0
10440,1
10441,0
10442,1
10443,0
10444,1
10445,0
10446,1
10447,0
10448,1
10449,0
10450,1
10451,0
10452,1
10453,0
10454,1
10455,0
10456,1
10457,0
10458,1
10459,0
10460,1
10461,0
10462,1
10463,0
10464,1
10465,0
10466,1
10467,0
10468,1
10469,0
10470,1
10471,0
10472,1
10473,0
10474,1
10475,0
10476,1
10477,0
10478,1
10479,0
10480,1
10481,0
10482,1
10483,0
10484,1
10485,0
10486,1
10487,0
10488,1
10489,0
10490,1
10491,0
10492,1
10493,0
10494,1
10495,0
10496,1
10497,0
10498,1
10499,0
10500,1
10501,0
10502,1
10503,0
10504,1
10505,0
10506,1
10507,0
10508,1
10509,0
10510,1
10511,0
10512,1
10513,0
10514,1
10515,0
10516,1
10517,0
10518,1
10519,0
10520,1
10521,0
