index,is_even
90000,1
90001,0
90002,1
90003,0
90004,1
90005,0
90006,1
90007,0
90008,1
90009,0
90010,1
90011,0
90012,1
90013,0
90014,1
90015,0
90016,1
90017,0
90018,1
90019,0
90020,1
90021,0
90022,1
90023,0
90024,1
90025,0
90026,1
90027,0
90028,1
90029,0
90030,1
90031,0
90032,1
90033,0
90034,1
90035,0
90036,1
90037,0
90038,1
90039,0
90040,1
90041,0
90042,1
90043,0
90044,1
90045,0
90046,1
90047,0
90048,1
90049,0
90050,1
90051,0
90052,1
90053,0
90054,1
90055,0
90056,1
90057,0
90058,1
90059,0
90060,1
90061,0
90062,1
90063,0
90064,1
90065,0
90066,1
90067,0
90068,1
90069,0
90070,1
90071,0
90072,1
90073,0
90074,1
90075,0
90076,1
90077,0
90078,1
90079,0
90080,1
90081,0
90082,1
90083,0
90084,1
90085,0
90086,1
90087,0
90088,1
90089,0
90090,1
90091,0
90092,1
90093,0
90094,1
90095,0
90096,1
90097,0
90098,1
90099,0
90100,1
90101,0
90102,1
90103,0
90104,1
90105,0
90106,1
90107,0
90108,1
90109,0
90110,1
90111,0
90112,1
90113,0
90114,1
90115,0
90116,1
90117,0
90118,1
90119,0
90120,1
90121,0
90122,1
90123,0
90124,1
90125,0
90126,1
90127,0
90128,1
90129,0
90130,1
90131,0
90132,1
90133,0
90134,1
90135,0
90136,1
90137,0
90138,1
90139,0
90140,1
90141,0
90142,1
90143,0
90144,1
90145,0
90146,1
90147,0
90148,1
90149,0
90150,1
90151,0
90152,1
90153,0
90154,1
90155,0
90156,1
90157,0
90158,1
90159,0
90160,1
90161,0
90162,1
90163,0
90164,1
90165,0
90166,1
90167,0
90168,1
90169,0
90170,1
90171,0
90172,1
90173,0
90174,1
90175,0
90176,1
90177,0
90178,1
90179,0
90180,1
90181,0
90182,1
90183,0
90184,1
90185,0
90186,1
90187,0
90188,1
90189,0
90190,1
90191,0
90192,1
90193,0
90194,1
90195,0
90196,1
90197,0
90198,1
90199,0
90200,1
90201,0
90202,1
90203,0
90204,1
90205,0
90206,1
90207,0
90208,1
90209,0
90210,1
90211,0
90212,1
90213,0
90214,1
90215,0
90216,1
90217,0
90218,1
90219,0
90220,1
90221,0
90222,1
90223,0
90224,1
90225,0
90226,1
90227,0
90228,1
90229,0
90230,1
90231,0
90232,1
90233,0
90234,1
90235,0
90236,1
90237,0
90238,1
90239,0
90240,1
90241,0
90242,1
90243,0
90244,1
90245,0
90246,1
90247,0
90248,1
90249,0
90250,1
90251,0
90252,1
90253,0
90254,1
90255,0
90256,1
90257,0
90258,1
90259,0
90260,1
90261,0
90262,1
90263,0
90264,1
90265,0
90266,1
90267,0
90268,1
90269,0
90270,1
90271,0
90272,1
90273,0
90274,1
90275,0
90276,1
90277,0
90278,1
90279,0
90280,1
90281,0
90282,1
90283,0
90284,1
90285,0
90286,1
90287,0
90288,1
90289,0
90290,1
90291,0
90292,1
90293,0
90294,1
90295,0
90296,1
90297,0
90298,1
90299,0
90300,1
90301,0
90302,1
90303,0
90304,1
90305,0
90306,1
90307,0
90308,1
90309,0
90310,1
90311,0
90312,1
90313,0
90314,1
90315,0
90316,1
90317,0
90318,1
90319,0
90320,1
90321,0
90322,1
90323,0
90324,1
90325,0
90326,1
90327,0
90328,1
90329,0
90330,1
90331,0
90332,1
90333,0
90334,1
90335,0
90336,1
90337,0
90338,1
90339,0
90340,1
90341,0
90342,1
90343,0
90344,1
90345,0
90346,1
90347,0
90348,1
90349,0
90350,1
90351,0
90352,1
90353,0
90354,1
90355,0
90356,1
90357,0
90358,1
90359,0
90360,1
90361,0
90362,1
90363,0
90364,1
90365,0
90366,1
90367,0
90368,1
90369,0
90370,1
90371,0
90372,1
90373,0
90374,1
90375,0
90376,1
90377,0
90378,1
90379,0
90380,1
90381,0
90382,1
90383,0
90384,1
90385,0
90386,1
90387,0
90388,1
90389,0
90390,1
90391,0
90392,1
90393,0
90394,1
90395,0
90396,1
90397,0
90398,1
90399,0
90400,1
90401,0
90402,1
90403,0
90404,1
90405,0
90406,1
90407,0
90408,1
90409,0
90410,1
90411,0
90412,1
90413,0
90414,1
90415,0
90416,1
90417,0
90418,1
90419,0
90420,1
90421,0
90422,1
90423,0
90424,1
90425,0
90426,1
90427,0
90428,1
90429,0
90430,1
90431,0
90432,1
90433,0
90434,1
90435,0
90436,1
90437,0
90438,1
90439,0
90440,1
90441,0
90442,1
90443,0
90444,1
90445,0
90446,1
90447,0
90448,1
90449,0
90450,1
90451,0
90452,1
90453,0
90454,1
90455,0
90456,1
90457,0
90458,1
90459,0
90460,1
90461,0
90462,1
90463,0
90464,1
90465,0
90466,1
90467,0
90468,1
90469,0
90470,1
90471,0
90472,1
90473,0
90474,1
90475,0
90476,1
90477,0
90478,1
90479,0
90480,1
90481,0
90482,1
90483,0
90484,1
90485,0
90486,1
90487,0
90488,1
90489,0
90490,1
90491,0
90492,1
90493,0
90494,1
90495,0
90496,1
90497,0
90498,1
90499,0
90500,1
90501,0
90502,1
90503,0
90504,1
90505,0
90506,1
90507,0
90508,1
90509,0
90510,1
90511,0
90512,1
90513,0
90514,1
90515,0
90516,1
90517,0
90518,1
90519,0
90520,1
90521,0
90522,1
90523,0
90524,1
90525,0
90526,1
90527,0
90528,1
90529,0
90530,1
90531,0
90532,1
90533,0
90534,1
90535,0
90536,1
90537,0
90538,1
90539,0
90540,1
90541,0
90542,1
90543,0
90544,1
90545,0
90546,1
90547,0
90548,1
90549,0
90550,1
90551,0
90552,1
90553,0
90554,1
90555,0
90556,1
90557,0
90558,1
90559,0
90560,1
90561,0
90562,1
90563,0
90564,1
90565,0
90566,1
90567,0
90568,1
90569,0
90570,1
90571,0
90572,1
90573,0
90574,1
90575,0
90576,1
90577,0
90578,1
90579,0
90580,1
90581,0
90582,1
90583,0
90584,1
90585,0
90586,1
90587,0
90588,1
90589,0
90590,1
90591,0
90592,1
90593,0
90594,1
90595,0
90596,1
90597,0
90598,1
90599,0
90600,1
90601,0
90602,1
90603,0
90604,1
90605,0
90606,1
90607,0
90608,1
90609,0
90610,1
90611,0
90612,1
90613,0
90614,1
90615,0
90616,1
90617,0
90618,1
90619,0
90620,1
90621,0
90622,1
90623,0
90624,1
90625,0
90626,1
90627,0
90628,1
90629,0
90630,1
90631,0
90632,1
90633,0
90634,1
90635,0
90636,1
90637,0
90638,1
90639,0
90640,1
90641,0
90642,1
90643,0
90644,1
90645,0
90646,1
90647,0
90648,1
90649,0
90650,1
90651,0
90652,1
90653,0
90654,1
90655,0
90656,1
90657,0
90658,1
90659,0
90660,1
90661,0
90662,1
90663,0
90664,1
90665,0
90666,1
90667,0
90668,1
90669,0
90670,1
90671,0
90672,1
90673,0
90674,1
90675,0
90676,1
90677,0
90678,1
90679,0
90680,1
90681,0
90682,1
90683,0
90684,1
90685,0
90686,1
90687,0
90688,1
90689,0
90690,1
90691,0
90692,1
90693,0
90694,1
90695,0
90696,1
90697,0
90698,1
90699,0
90700,1
90701,0
90702,1
90703,0
90704,1
90705,0
90706,1
90707,0
90708,1
90709,0
90710,1
90711,0
90712,1
90713,0
90714,1
90715,0
90716,1
90717,0
90718,1
90719,0
90720,1
90721,0
90722,1
90723,0
90724,1
90725,0
90726,1
90727,0
90728,1
90729,0
90730,1
90731,0
90732,1
90733,0
90734,1
90735,0
90736,1
90737,0
90738,1
90739,0
90740,1
90741,0
90742,1
90743,0
90744,1
90745,0
90746,1
90747,0
90748,1
90749,0
90750,1
90751,0
90752,1
90753,0
90754,1
90755,0
90756,1
90757,0
90758,1
90759,0
90760,1
90761,0
90762,1
90763,0
90764,1
90765,0
90766,1
90767,0
90768,1
90769,0
90770,1
90771,0
90772,1
90773,0
90774,1
90775,0
90776,1
90777,0
90778,1
90779,0
90780,1
90781,0
90782,1
90783,0
90784,1
90785,0
90786,1
90787,0
90788,1
90789,0
90790,1
90791,0
90792,1
90793,0
90794,1
90795,0
90796,1
90797,0
90798,1
90799,0
90800,1
90801,0
90802,1
90803,0
90804,1
90805,0
90806,1
90807,0
90808,1
90809,0
90810,1
90811,0
90812,1
90813,0
90814,1
90815,0
90816,1
90817,0
90818,1
90819,0
90820,1
90821,0
90822,1
90823,0
90824,1
90825,0
90826,1
90827,0
90828,1
90829,0
90830,1
90831,0
90832,1
90833,0
90834,1
90835,0
90836,1
90837,0
90838,1
90839,0
90840,1
90841,0
90842,1
90843,0
90844,1
90845,0
90846,1
90847,0
90848,1
90849,0
90850,1
90851,0
90852,1
90853,0
90854,1
90855,0
90856,1
90857,0
90858,1
90859,0
90860,1
90861,0
90862,1
90863,0
90864,1
90865,0
90866,1
90867,0
90868,1
90869,0
90870,1
90871,0
90872,1
90873,0
90874,1
90875,0
90876,1
90877,0
90878,1
90879,0
90880,1
90881,0
90882,1
90883,0
90884,1
90885,0
90886,1
90887,0
90888,1
90889,0
90890,1
90891,0
90892,1
90893,0
90894,1
90895,0
90896,1
90897,0
90898,1
90899,0
90900,1
90901,0
90902,1
90903,0
90904,1
90905,0
90906,1
90907,0
90908,1
90909,0
90910,1
90911,0
90912,1
90913,0
90914,1
90915,0
90916,1
90917,0
90918,1
90919,0
90920,1
90921,0
90922,1
90923,0
90924,1
90925,0
90926,1
90927,0
90928,1
90929,0
90930,1
90931,0
90932,1
90933,0
90934,1
90935,0
90936,1
90937,0
90938,1
90939,0
90940,1
90941,0
90942,1
90943,0
90944,1
90945,0
90946,1
90947,0
90948,1
90949,0
90950,1
90951,0
90952,1
90953,0
90954,1
90955,0
90956,1
90957,0
90958,1
90959,0
90960,1
90961,0
90962,1
90963,0
90964,1
90965,0
90966,1
90967,0
90968,1
90969,0
90970,1
90971,0
90972,1
90973,0
90974,1
90975,0
90976,1
90977,0
90978,1
90979,0
90980,1
90981,0
90982,1
90983,0
90984,1
90985,0
90986,1
90987,0
90988,1
90989,0
90990,1
90991,0
90992,1
90993,0
90994,1
90995,0
90996,1
90997,0
90998,1
90999,0
91000,1
91001,0
91002,1
91003,0
91004,1
91005,0
91006,1
91007,0
91008,1
91009,0
91010,1
91011,0
91012,1
91013,0
91014,1
91015,0
91016,1
91017,0
91018,1
91019,0
91020,1
91021,0
91022,1
91023,0
91024,1
91025,0
91026,1
91027,0
91028,1
91029,0
91030,1
91031,0
91032,1
91033,0
91034,1
91035,0
91036,1
91037,0
91038,1
91039,0
91040,1
91041,0
91042,1
91043,0
91044,1
91045,0
91046,1
91047,0
91048,1
91049,0
91050,1
91051,0
91052,1
91053,0
91054,1
91055,0
91056,1
91057,0
91058,1
91059,0
91060,1
91061,0
91062,1
91063,0
91064,1
91065,0
91066,1
91067,0
91068,1
91069,0
91070,1
91071,0
91072,1
91073,0
91074,1
91075,0
91076,1
91077,0
91078,1
91079,0
91080,1
91081,0
91082,1
91083,0
91084,1
91085,0
91086,1
91087,0
91088,1
91089,0
91090,1
91091,0
91092,1
91093,0
91094,1
91095,0
91096,1
91097,0
91098,1
91099,0
91100,1
91101,0
91102,1
91103,0
91104,1
91105,0
91106,1
91107,0
91108,1
91109,0
91110,1
91111,0
91112,1
91113,0
91114,1
91115,0
91116,1
91117,0
91118,1
91119,0
91120,1
91121,0
91122,1
91123,0
91124,1
91125,0
91126,1
91127,0
91128,1
91129,0
91130,1
91131,0
91132,1
91133,0
91134,1
91135,0
91136,1
91137,0
91138,1
91139,0
91140,1
91141,0
91142,1
91143,0
91144,1
91145,0
91146,1
91147,0
91148,1
91149,0
91150,1
91151,0
91152,1
91153,0
91154,1
91155,0
91156,1
91157,0
91158,1
91159,0
91160,1
91161,0
91162,1
91163,0
91164,1
91165,0
91166,1
91167,0
91168,1
91169,0
91170,1
91171,0
91172,1
91173,0
91174,1
91175,0
91176,1
91177,0
91178,1
91179,0
91180,1
91181,0
91182,1
91183,0
91184,1
91185,0
91186,1
91187,0
91188,1
91189,0
91190,1
91191,0
91192,1
91193,0
91194,1
91195,0
91196,1
91197,0
91198,1
91199,0
91200,1
91201,0
91202,1
91203,0
91204,1
91205,0
91206,1
91207,0
91208,1
91209,0
91210,1
91211,0
91212,1
91213,0
91214,1
91215,0
91216,1
91217,0
91218,1
91219,0
91220,1
91221,0
91222,1
91223,0
91224,1
91225,0
91226,1
91227,0
91228,1
91229,0
91230,1
91231,0
91232,1
91233,0
91234,1
91235,0
91236,1
91237,0
91238,1
91239,0
91240,1
91241,0
91242,1
91243,0
91244,1
91245,0
91246,1
91247,0
91248,1
91249,0
91250,1
91251,0
91252,1
91253,0
91254,1
91255,0
91256,1
91257,0
91258,1
91259,0
91260,1
91261,0
91262,1
91263,0
91264,1
91265,0
91266,1
91267,0
91268,1
91269,0
91270,1
91271,0
91272,1
91273,0
91274,1
91275,0
91276,1
91277,0
91278,1
91279,0
91280,1
91281,0
91282,1
91283,0
91284,1
91285,0
91286,1
91287,0
91288,1
91289,0
91290,1
91291,0
91292,1
91293,0
91294,1
91295,0
91296,1
91297,0
91298,1
91299,0
91300,1
91301,0
91302,1
91303,0
91304,1
91305,0
91306,1
91307,0
91308,1
91309,0
91310,1
91311,0
91312,1
91313,0
91314,1
91315,0
91316,1
91317,0
91318,1
91319,0
91320,1
91321,0
91322,1
91323,0
91324,1
91325,0
91326,1
91327,0
91328,1
91329,0
91330,1
91331,0
91332,1
91333,0
91334,1
91335,0
91336,1
91337,0
91338,1
91339,0
91340,1
91341,0
91342,1
91343,0
91344,1
91345,0
91346,1
91347,0
91348,1
91349,0
91350,1
91351,0
91352,1
91353,0
91354,1
91355,0
91356,1
91357,0
91358,1
91359,0
91360,1
91361,0
91362,1
91363,0
91364,1
91365,0
91366,1
91367,0
91368,1
91369,0
91370,1
91371,0
91372,1
91373,0
91374,1
91375,0
91376,1
91377,0
91378,1
91379,0
91380,1
91381,0
91382,1
91383,0
91384,1
91385,0
91386,1
91387,0
91388,1
91389,0
91390,1
91391,0
91392,1
91393,0
91394,1
91395,0
91396,1
91397,0
91398,1
91399,0
91400,1
91401,0
91402,1
91403,0
91404,1
91405,0
91406,1
91407,0
91408,1
91409,0
91410,1
91411,0
91412,1
91413,0
91414,1
91415,0
91416,1
91417,0
91418,1
91419,0
91420,1
91421,0
91422,1
91423,0
91424,1
91425,0
91426,1
91427,0
91428,1
91429,0
91430,1
91431,0
91432,1
91433,0
91434,1
91435,0
91436,1
91437,0
91438,1
91439,0
91440,1
91441,0
91442,1
91443,0
91444,1
91445,0
91446,1
91447,0
91448,1
91449,0
91450,1
91451,0
91452,1
91453,0
91454,1
91455,0
91456,1
91457,0
91458,1
91459,0
91460,1
91461,0
91462,1
91463,0
91464,1
91465,0
91466,1
91467,0
91468,1
91469,0
91470,1
91471,0
91472,1
91473,0
91474,1
91475,0
91476,1
91477,0
91478,1
91479,0
91480,1
91481,0
91482,1
91483,0
91484,1
91485,0
91486,1
91487,0
91488,1
91489,0
91490,1
91491,0
91492,1
91493,0
91494,1
91495,0
91496,1
91497,0
91498,1
91499,0
91500,1
91501,0
91502,1
91503,0
91504,1
91505,0
91506,1
91507,0
91508,1
91509,0
91510,1
91511,0
91512,1
91513,0
91514,1
91515,0
91516,1
91517,0
91518,1
91519,0
91520,1
91521,0
91522,1
91523,0
91524,1
91525,0
91526,1
91527,0
91528,1
91529,0
91530,1
91531,0
91532,1
91533,0
91534,1
91535,0
91536,1
91537,0
91538,1
91539,0
91540,1
91541,0
91542,1
91543,0
91544,1
91545,0
91546,1
91547,0
91548,1
91549,0
91550,1
91551,0
91552,1
91553,0
91554,1
91555,0
91556,1
91557,0
91558,1
91559,0
91560,1
91561,0
91562,1
91563,0
91564,1
91565,0
91566,1
91567,0
91568,1
91569,0
91570,1
91571,0
91572,1
91573,0
91574,1
91575,0
91576,1
91577,0
91578,1
91579,0
91580,1
91581,0
91582,1
91583,0
91584,1
91585,0
91586,1
91587,0
91588,1
91589,0
91590,1
91591,0
91592,1
91593,0
91594,1
91595,0
91596,1
91597,0
91598,1
91599,0
91600,1
91601,0
91602,1
91603,0
91604,1
91605,0
91606,1
91607,0
91608,1
91609,0
91610,1
91611,0
91612,1
91613,0
91614,1
91615,0
91616,1
91617,0
91618,1
91619,0
91620,1
91621,0
91622,1
91623,0
91624,1
91625,0
91626,1
91627,0
91628,1
91629,0
91630,1
91631,0
91632,1
91633,0
91634,1
91635,0
91636,1
91637,0
91638,1
91639,0
91640,1
91641,0
91642,1
91643,0
91644,1
91645,0
91646,1
91647,0
91648,1
91649,0
91650,1
91651,0
91652,1
91653,0
91654,1
91655,0
91656,1
91657,0
91658,1
91659,0
91660,1
91661,0
91662,1
91663,0
91664,1
91665,0
91666,1
91667,0
91668,1
91669,0
91670,1
91671,0
91672,1
91673,0
91674,1
91675,0
91676,1
91677,0
91678,1
91679,0
91680,1
91681,0
91682,1
91683,0
91684,1
91685,0
91686,1
91687,0
91688,1
91689,0
91690,1
91691,0
91692,1
91693,0
91694,1
91695,0
91696,1
91697,0
91698,1
91699,0
91700,1
91701,0
91702,1
91703,0
91704,1
91705,0
91706,1
91707,0
91708,1
91709,0
91710,1
91711,0
91712,1
91713,0
91714,1
91715,0
91716,1
91717,0
91718,1
91719,0
91720,1
91721,0
91722,1
91723,0
91724,1
91725,0
91726,1
91727,0
91728,1
91729,0
91730,1
91731,0
91732,1
91733,0
91734,1
91735,0
91736,1
91737,0
91738,1
91739,0
91740,1
91741,0
91742,1
91743,0
91744,1
91745,0
91746,1
91747,0
91748,1
91749,0
91750,1
91751,0
91752,1
91753,0
91754,1
91755,0
91756,1
91757,0
91758,1
91759,0
91760,1
91761,0
91762,1
91763,0
91764,1
91765,0
91766,1
91767,0
91768,1
91769,0
91770,1
91771,0
91772,1
91773,0
91774,1
91775,0
91776,1
91777,0
91778,1
91779,0
91780,1
91781,0
91782,1
91783,0
91784,1
91785,0
91786,1
91787,0
91788,1
91789,0
91790,1
91791,0
91792,1
91793,0
91794,1
91795,0
91796,1
91797,0
91798,1
91799,0
91800,1
91801,0
91802,1
91803,0
91804,1
91805,0
91806,1
91807,0
91808,1
91809,0
91810,1
91811,0
91812,1
91813,0
91814,1
91815,0
91816,1
91817,0
91818,1
91819,0
91820,1
91821,0
91822,1
91823,0
91824,1
91825,0
91826,1
91827,0
91828,1
91829,0
91830,1
91831,0
91832,1
91833,0
91834,1
91835,0
91836,1
91837,0
91838,1
91839,0
91840,1
91841,0
91842,1
91843,0
91844,1
91845,0
91846,1
91847,0
91848,1
91849,0
91850,1
91851,0
91852,1
91853,0
91854,1
91855,0
91856,1
91857,0
91858,1
91859,0
91860,1
91861,0
91862,1
91863,0
91864,1
91865,0
91866,1
91867,0
91868,1
91869,0
91870,1
91871,0
91872,1
91873,0
91874,1
91875,0
91876,1
91877,0
91878,1
91879,0
91880,1
91881,0
91882,1
91883,0
91884,1
91885,0
91886,1
91887,0
91888,1
91889,0
91890,1
91891,0
91892,1
91893,0
91894,1
91895,0
91896,1
91897,0
91898,1
91899,0
91900,1
91901,0
91902,1
91903,0
91904,1
91905,0
91906,1
91907,0
91908,1
91909,0
91910,1
91911,0
91912,1
91913,0
91914,1
91915,0
91916,1
91917,0
91918,1
91919,0
91920,1
